Episode,Average_Reward
1,0.967741935483871
2,0.9333333333333333
3,0.9473684210526315
4,0.9545454545454546
5,0.9166666666666666
6,0.9166666666666666
7,0.9473684210526315
8,0.9285714285714286
9,0.9230769230769231
10,0.9473684210526315
11,0.9090909090909091
12,0.9523809523809523
13,0.9444444444444444
14,0.9285714285714286
15,0.9285714285714286
16,0.9473684210526315
17,0.967741935483871
18,0.9333333333333333
19,0.9375
20,0.9285714285714286
21,0.9333333333333333
22,0.9285714285714286
23,0.9166666666666666
24,0.9166666666666666
25,0.9285714285714286
26,0.95
27,0.9655172413793104
28,0.9
29,0.9333333333333333
30,0.9285714285714286
31,0.9285714285714286
32,0.9285714285714286
33,0.9090909090909091
34,0.9565217391304348
35,0.9333333333333333
36,0.9
37,0.9230769230769231
38,0.9090909090909091
39,0.9230769230769231
40,0.9090909090909091
41,0.9090909090909091
42,0.9
43,0.9166666666666666
44,0.9375
45,0.9166666666666666
46,0.9285714285714286
47,0.9230769230769231
48,0.9333333333333333
49,0.9375
50,0.9166666666666666
51,0.9655172413793104
52,0.9444444444444444
53,0.9444444444444444
54,0.9230769230769231
55,0.9090909090909091
56,0.9473684210526315
57,0.9629629629629629
58,0.9333333333333333
59,0.9333333333333333
60,0.95
61,0.9666666666666667
62,0.9444444444444444
63,0.9375
64,0.9523809523809523
65,0.9642857142857143
66,0.96
67,0.9523809523809523
68,0.9583333333333334
69,0.9666666666666667
70,0.9583333333333334
71,0.9696969696969697
72,0.9655172413793104
73,0.9642857142857143
74,0.9583333333333334
75,0.9523809523809523
76,0.967741935483871
77,0.9696969696969697
78,0.975609756097561
79,0.9523809523809523
80,0.9629629629629629
81,0.98
82,0.9807692307692307
83,0.9705882352941176
84,0.9807692307692307
85,0.98
86,0.9821428571428571
87,0.9830508474576272
88,0.9803921568627451
89,0.984375
90,0.9821428571428571
91,0.9866666666666667
92,0.9863013698630136
93,0.9891304347826086
94,0.991304347826087
95,0.9894736842105263
96,0.9916666666666667
97,0.9920634920634921
98,0.9905660377358491
99,0.9903846153846154
100,0.9891304347826086
101,0.9921875
102,0.993103448275862
103,0.9925373134328358
104,0.9929078014184397
105,0.9927536231884058
106,0.9924812030075187
107,0.993103448275862
108,0.994413407821229
109,0.9945054945054945
110,0.9944444444444445
111,0.9950980392156863
112,0.998003992015968
113,0.9957805907172996
114,0.9852941176470589
115,0.9841269841269841
116,0.9705882352941176
117,0.9880952380952381
118,0.9895833333333334
119,0.9873417721518988
120,0.9857142857142858
121,0.9861111111111112
122,0.9833333333333333
123,0.9827586206896551
124,0.9929078014184397
125,0.9803921568627451
126,0.9937888198757764
127,0.9859154929577465
128,0.9954954954954955
129,0.9963636363636363
130,0.9863013698630136
131,0.9846153846153847
132,0.9922480620155039
133,0.96875
134,0.9968051118210862
135,0.998003992015968
136,0.9473684210526315
137,0.9936708860759493
138,0.998003992015968
139,0.998003992015968
140,0.95
141,0.9523809523809523
142,0.95
143,0.95
144,0.9444444444444444
145,0.9966329966329966
146,0.9375
147,0.9285714285714286
148,0.9411764705882353
149,0.9444444444444444
150,0.9333333333333333
151,0.9375
152,0.9473684210526315
153,0.9333333333333333
154,0.9976689976689976
155,0.9411764705882353
156,0.9473684210526315
157,0.9285714285714286
158,0.9333333333333333
159,0.9230769230769231
160,0.9375
161,0.9285714285714286
162,0.9523809523809523
163,0.9411764705882353
164,0.9375
165,0.9230769230769231
166,0.9444444444444444
167,0.9333333333333333
168,0.9285714285714286
169,0.9166666666666666
170,0.9473684210526315
171,0.9375
172,0.9411764705882353
173,0.9473684210526315
174,0.9900990099009901
175,0.9285714285714286
176,0.95
177,0.9444444444444444
178,0.9900990099009901
179,0.9375
180,0.9333333333333333
181,0.9901960784313726
182,0.9375
183,0.99
184,0.9565217391304348
185,0.9897959183673469
186,0.9411764705882353
187,0.9901960784313726
188,0.98989898989899
189,0.9897959183673469
190,0.9902912621359223
191,0.9893617021276596
192,0.9900990099009901
193,0.989247311827957
194,0.98989898989899
195,0.9897959183673469
196,0.98989898989899
197,0.9891304347826086
198,0.9895833333333334
199,0.9615384615384616
200,0.9882352941176471
